,Created_at,Text,Clean Text,Screen_Name,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,ID
20,2022-03-30 23:59:07+00:00,Leopoldo pide que el acercamiento entre EEUU y Venezuela no sea https://t.co/jbKyOqmc0f,leopoldo pide que el acercamiento entre eeuu y venezuela no sea  ,vzlaencontacto,es,0,0,2010-06-06 21:48:55+00:00,4838,False,680,"CHARALLAVE, MIRANDA, VENEZUELA",,1509319341480763394
21,2022-03-30 23:59:03+00:00,@ElPitazoTV Todo más complicado para surtir la huella que proceso pienso q aveces el q está encargado de eso no tiene ni idea de los que usan la gasolina o los que cargan carros de carga para viajar taxistas autobuses ni idea de nada con relación,  todo m s complicado para surtir la huella que proceso pienso q aveces el q est  encargado de eso no tiene ni idea de los que usan la gasolina o los que cargan carros de carga para viajar taxistas autobuses ni idea de nada con relaci n,LuisSan41141703,es,0,0,2022-03-08 23:43:30+00:00,0,False,14,,,1509319326641364995
22,2022-03-30 23:59:01+00:00,RT @nuriapiera: “Hubo gobiernos del PLD en los que el barril de petróleo costó más de USD$147 y no hubo inflación”: Jaime David https://t.c…,  hubo gobiernos del pld en los que el barril de petr leo cost  m s de usd 147 y no hubo inflaci n   jaime david  ,AngelRCasado,es,0,66,2015-04-20 21:37:24+00:00,430,False,7580,,,1509319316222660618
23,2022-03-30 23:59:00+00:00,"RT @Beholder_FFC: El prototipo de idiota sin remedio es aquél que triplemente vacunado y con la bandera de Ucrania como referente, reposta…", el prototipo de idiota sin remedio es aqu l que triplemente vacunado y con la bandera de ucrania como referente  reposta ,Ruyman82MG,es,0,137,2022-02-21 06:02:31+00:00,81,False,4636,,,1509319311604727809
24,2022-03-30 23:58:58+00:00,RT @juangue08403140: @JanesitaSantos @Cienfuegos5c Todos los ecuatorianos queremos saber de ese trucho contrato en el que regalamos el petr…,     todos los ecuatorianos queremos saber de ese trucho contrato en el que regalamos el petr ,rommartz,es,0,4,2011-09-15 06:49:44+00:00,187,False,1884,"Piñas, Ecuador",,1509319304935837696
25,2022-03-30 23:58:58+00:00,"@ElHuffPost pues con la subida de precios del gas, electricidad y gasolina parece que el tampoco haya gobernado nunca",  pues con la subida de precios del gas  electricidad y gasolina parece que el tampoco haya gobernado nunca,Tetsub00,es,0,0,2014-02-06 20:56:29+00:00,424,False,45466,,,1509319302662533122
26,2022-03-30 23:58:57+00:00,"RT @Fernand35932695: Querido votante socialista, desde el amor, necesito que me respondas a una preguntita. ¿Te has puesto algún límite? ¿G…", querido votante socialista  desde el amor  necesito que me respondas a una preguntita   te has puesto alg n l mite   g ,RuinaIzquierda,es,0,4580,2021-02-07 17:40:20+00:00,45,False,3193,,,1509319300427010054
27,2022-03-30 23:58:57+00:00,RT @Garcimonero: Quemar comubustoleo como quiere López con su reforma energética nos llevara a una eterna contingencia ambiental.  ¿De que…, quemar comubustoleo como quiere l pez con su reforma energ tica nos llevara a una eterna contingencia ambiental    de que ,ddrockband,es,0,504,2010-07-13 14:36:32+00:00,513,False,12536,mexico,,1509319298334048256
28,2022-03-30 23:58:55+00:00,"RT @VicenteFoxQue: Buenos días amigos, recuerden que votar en la revocación de mandato, es cómo creer que AMLO va a bajar el litro de gasol…", buenos d as amigos  recuerden que votar en la revocaci n de mandato  es c mo creer que amlo va a bajar el litro de gasol ,Ricardo14279879,es,0,2607,2019-08-26 10:46:55+00:00,9,False,1450,,,1509319290322923525
29,2022-03-30 23:58:46+00:00,"RT @memes_una: *Cambio de horario, suba de combustible, clases presenciales, buses chatarras*
Yo: https://t.co/9BLnc6eqii",  cambio de horario  suba de combustible  clases presenciales  buses chatarras  yo   ,bethapy,es,0,236,2021-05-25 16:42:16+00:00,5,False,23,Paraguay,,1509319254226649095
31,2022-03-30 23:58:41+00:00,"RT @elReneJimenez: Los camioneros apoyando a Fico deben estar felices con los peajes, el precio de la gasolina y las trochas por carreteras", los camioneros apoyando a fico deben estar felices con los peajes  el precio de la gasolina y las trochas por carreteras,nelsonolaya,es,0,4466,2010-04-13 01:36:36+00:00,3775,False,5008,,,1509319231195987968
32,2022-03-30 23:58:40+00:00,RT @chiqui_avalos: La decision de rechazar in limine accion de ANDE por la CSJ (votos de Rios y Diesel)obliga a pagar a Engineering G. 11 m…, la decision de rechazar in limine accion de ande por la csj  votos de rios y diesel obliga a pagar a engineering g  11 m ,mrvelazquez,es,0,104,2009-11-11 11:48:27+00:00,4979,False,19106,asunción - paraguay,,1509319226598825988
34,2022-03-30 23:58:37+00:00,"RT @QuePocaMadre_Mx: ASALTO🚨

A plena luz del día y a punta de pistola dos sujetos asaltaron a un automovilista que acababa de retirar dine…", asalto   a plena luz del d a y a punta de pistola dos sujetos asaltaron a un automovilista que acababa de retirar dine ,merinowsky,es,0,101,2020-03-30 20:26:44+00:00,125,False,83958,"Distrito Federal, México",,1509319214108233729
36,2022-03-30 23:58:33+00:00,RT @VillaFernando_: Fiscalización aprueba informe sobre supuestas irregularidades en contratos petroleros https://t.co/4eNRJuQvA2, fiscalizaci n aprueba informe sobre supuestas irregularidades en contratos petroleros  ,emelec65,es,0,56,2010-07-03 11:02:09+00:00,667,False,96509,Ecuador,,1509319200074047492
37,2022-03-30 23:58:33+00:00,"RT @Frente_Amplio: ¿No tenés auto? No importa, la suba de combustibles te perjudica igual.

Acá, de nuevo, una decisión que encarecerá tu c…",  no ten s auto  no importa  la suba de combustibles te perjudica igual   ac   de nuevo  una decisi n que encarecer  tu c ,TeresaNieves7,es,0,202,2012-11-13 21:18:23+00:00,1192,False,28066," Malvín,Montevideo, Uruguay",,1509319198631432193
38,2022-03-30 23:58:31+00:00,"RT @VPITV: #Venezuela | Leopoldo López: ""Sin elecciones libres, no debería haber un acercamiento” https://t.co/oqBK9KeUBk",  venezuela   leopoldo l pez   sin elecciones libres  no deber a haber un acercamiento   ,Venelibre_2022,es,0,24,2019-06-08 21:38:32+00:00,374,False,5523,,,1509319191156994057
39,2022-03-30 23:58:30+00:00,"RT @YohnelRamirez: @JanesitaSantos Si el bloque de UNES le resulta inoficioso investigar #Petrochina, estoy de acuerdo que la Fiscalía actú…",   si el bloque de unes le resulta inoficioso investigar  petrochina  estoy de acuerdo que la fiscal a act  ,rommartz,es,0,27,2011-09-15 06:49:44+00:00,187,False,1884,"Piñas, Ecuador",,1509319188158033923
42,2022-03-30 23:58:27+00:00,Mi carro estaba una raya arriba del medio tanque y agarro $18 antes eran como $8 extraño la gasolina barata😔,mi carro estaba una raya arriba del medio tanque y agarro  18 antes eran como  8 extra o la gasolina barata ,RiczyVergara,es,1,0,2010-04-21 23:21:25+00:00,419,False,673,Santiago,,1509319175747084291
43,2022-03-30 23:58:27+00:00,"RT @framirezmas1: Hoy cuando la mayor parte de  ls Vzolans  vive en pobreza extrema, recordems aquells perolats de todo el día domingo, dón…", hoy cuando la mayor parte de  ls vzolans  vive en pobreza extrema  recordems aquells perolats de todo el d a domingo  d n ,Damarisfatima2,es,0,4,2018-10-05 16:32:17+00:00,721,False,112640,,,1509319174614618113
44,2022-03-30 23:58:27+00:00,RT @leandrotango: Lo que se arregló en Venezuela fue el régimen a quien nuestros políticos le limpiaron el camino hasta el 2024. Los venezo…, lo que se arregl  en venezuela fue el r gimen a quien nuestros pol ticos le limpiaron el camino hasta el 2024  los venezo ,JoseAguilarAg13,es,0,487,2018-03-07 12:20:45+00:00,667,False,90185,,,1509319173222150148
45,2022-03-30 23:58:26+00:00,RT @ElNacionalWeb: #30Mar | Leopoldo López no admite “un trueque de petróleo” por libertad en Venezuela 🛢️https://t.co/EfafS2viLy,  30mar   leopoldo l pez no admite  un trueque de petr leo  por libertad en venezuela    ,Venelibre_2022,es,0,2,2019-06-08 21:38:32+00:00,374,False,5523,,,1509319169891831816
46,2022-03-30 23:58:24+00:00,Vivo con el miedo de que al anciano degenerado se le acabe el dinero del subsidio para la gasolina y tengamos que pagar $50 pesos por litro de gasolina 😕,vivo con el miedo de que al anciano degenerado se le acabe el dinero del subsidio para la gasolina y tengamos que pagar  50 pesos por litro de gasolina  ,FrankCormac,es,1,0,2012-09-11 21:20:31+00:00,141,False,6385,C-137,,1509319161188700166
47,2022-03-30 23:58:24+00:00,"RT @E4TMX: La falta de moral de gobiernos previos es vergonzosa. Aumentos de $2 pesos salario mínimo y ellos con sueldazos, carros de lujo,…", la falta de moral de gobiernos previos es vergonzosa  aumentos de  2 pesos salario m nimo y ellos con sueldazos  carros de lujo  ,claudiajesale,es,0,270,2012-05-29 16:30:46+00:00,68,False,47172,,,1509319160899137538
48,2022-03-30 23:58:23+00:00,"RT @NataliaBSalvo: De La Torre mantuvo reuniones varias con jueces federales de Comodoro Py por la causa Oil Combustible, entre otras.
Las…", de la torre mantuvo reuniones varias con jueces federales de comodoro py por la causa oil combustible  entre otras  las ,Julieta64189680,es,0,159,2015-11-07 00:37:15+00:00,976,False,81742,,,1509319159016001544
49,2022-03-30 23:58:21+00:00,"RT @Elias_Cabeza: Cuándo veas esta foto y recuerdes la escases de gasolina en Venezuela, piensa que fue gracias al Diplomático Alex Saab qu…", cu ndo veas esta foto y recuerdes la escases de gasolina en venezuela  piensa que fue gracias al diplom tico alex saab qu ,eligop,es,0,126,2012-09-06 00:55:01+00:00,2756,False,67939,Caracas,,1509319150698733568
50,2022-03-30 23:58:20+00:00,RT @d_ivanacosta: No tenemos fondos para invertir en un sistema de desagües cloacales y pluviales para evitar los raudales que suelen lleva…, no tenemos fondos para invertir en un sistema de desag es cloacales y pluviales para evitar los raudales que suelen lleva ,EmilceD13630142,es,0,197,2020-03-13 02:43:04+00:00,23,False,1360,,,1509319144315006984
53,2022-03-30 23:58:15+00:00,"RT @brunosgarzini: Rusia podría ampliar los pagos en rublos a sus exportaciones de fertilizantes, granos, aceite vegetal, petróleo, carbón,…", rusia podr a ampliar los pagos en rublos a sus exportaciones de fertilizantes  granos  aceite vegetal  petr leo  carb n  ,ELMAGOINVISIBLE,es,0,586,2010-05-18 21:23:26+00:00,448,False,11405,Ccs / Vzla. L.V.X,,1509319121527353346
54,2022-03-30 23:58:14+00:00,@GobiernoMX @Pemex Es decir importaron más gasolina,    es decir importaron m s gasolina,alfredo1920,es,1,0,2009-12-30 18:44:27+00:00,4316,False,1294,"Cuernavaca,mor.mexico",,1509319118444453890
56,2022-03-30 23:57:59+00:00,"RT @migu_e: ¿Entonces el gremio caminonero apoya esto?

Pero después se quejan de los peajes, las carreteras, el combustible y le hechan la…",  entonces el gremio caminonero apoya esto   pero despu s se quejan de los peajes  las carreteras  el combustible y le hechan la ,gilbert31729732,es,0,38,2022-03-17 18:05:40+00:00,135,False,2045,,,1509319056268083201
57,2022-03-30 23:57:56+00:00,RT @elsolde_mexico: #Data 📊 | El conﬂicto entre Rusia y países occidentales derivado de la guerra en Ucrania ha puesto en vilo el comercio…,  data     el con icto entre rusia y pa ses occidentales derivado de la guerra en ucrania ha puesto en vilo el comercio ,hezfi_ba,es,0,1,2015-08-06 18:58:36+00:00,414,False,2425,"Cd.Victoria Tamaulipas, Mexico",,1509319045148930050
60,2022-03-30 23:57:52+00:00,@hernanlatuya @chris_vizcarra @augusthorndike En el perú no hay petróleo,    vizcarra   en el per  no hay petr leo,joseSalvad0r,es,0,0,2010-12-01 19:01:50+00:00,692,False,7312,"Lima, Perú",,1509319028925468677
61,2022-03-30 23:57:50+00:00,"RT @jcfernandezm: 📍 Francois Galletti, Presidente de la Cámara de Comercio de Maracaibo: “Vemos con preocupación que nuevamente se complicó…",   francois galletti  presidente de la c mara de comercio de maracaibo   vemos con preocupaci n que nuevamente se complic  ,ElizaDeFariaR,es,0,5,2020-01-30 22:03:44+00:00,532,False,195134,,,1509319020369035264
62,2022-03-30 23:57:50+00:00,"RT @casalsbate: #JoeBiden apenas ha estado gobernando durante 433 días a USA🇺🇸 demostrando lo RÁPIDO que se puede destruir a un país. 

¡Co…",  joebiden apenas ha estado gobernando durante 433 d as a usa   demostrando lo r pido que se puede destruir a un pa s     co ,Jerfri10,es,0,83,2013-01-03 21:41:05+00:00,127,False,3653,"Santiago, Dominican Republic",,1509319016707510276
63,2022-03-30 23:57:49+00:00,"RT @El_Vete_carlos: @RevistaSemana En resumen : se van a apropiar de las pensiones , van a acabar el icetex, van a acabar el smad , van a “…",   en resumen   se van a apropiar de las pensiones   van a acabar el icetex  van a acabar el smad   van a   ,fersol101150,es,0,23,2014-10-16 21:26:11+00:00,1553,False,70363,Barranquilla Colombia,,1509319016388739074
65,2022-03-30 23:57:48+00:00,"RT @JanethA72339893: @xavcortes @elgatopolitico_ 🤣🤣 y cuando la gasolina bajo a 10 pesos también fue culpa de Amlo, ah espera...no ha bajad…",         y cuando la gasolina bajo a 10 pesos tambi n fue culpa de amlo  ah espera   no ha bajad ,xavcortes,es,0,1,2009-11-10 06:47:02+00:00,97,False,497,"Guadalajara, Jal.",,1509319012215308308
66,2022-03-30 23:57:48+00:00,"@EdgarAcostaDip No se te ocurrió que con el dinero de Iva a los fideos, arroz etc, estas financiando el combustible barato a maquinarias y camiones de sojeros y ganaderos quienes no pagan impuesto a la exportacion?",  no se te ocurri  que con el dinero de iva a los fideos  arroz etc  estas financiando el combustible barato a maquinarias y camiones de sojeros y ganaderos quienes no pagan impuesto a la exportacion ,Armagedn201,es,0,0,2021-11-21 05:21:06+00:00,0,False,19,"Asuncion, Paraguay",,1509319009665110022
69,2022-03-30 23:57:46+00:00,"@darcast resalta que los datos pueden mejorar la calidad de vida de cualquier usuario, con compras que queremos hacer (por ejemplo, observando la tendencia del precio del petróleo vs. el tipo de vehículo que quiero adquirir), inversiones y bienestar social.",  resalta que los datos pueden mejorar la calidad de vida de cualquier usuario  con compras que queremos hacer  por ejemplo  observando la tendencia del precio del petr leo vs  el tipo de veh culo que quiero adquirir   inversiones y bienestar social ,kncalderon,es,1,0,2009-01-02 20:24:57+00:00,3522,False,7607,República Dominicana,,1509319001591189518
71,2022-03-30 23:57:45+00:00,"RT @Ibangarciadb: Lo alucinante es que los tenemos echando gasolina al fuego del bulo de la desaparición de la filosofía, pretendiendo que…", lo alucinante es que los tenemos echando gasolina al fuego del bulo de la desaparici n de la filosof a  pretendiendo que ,ines2g,es,0,201,2013-08-11 22:12:20+00:00,53,False,36213,,,1509318995933118478
72,2022-03-30 23:57:44+00:00,RT @El_Trader1: @PiperThread El subsidio durará hasta después de la broma de revocación; ya nos llegará a través de impuestos y también por…,   el subsidio durar  hasta despu s de la broma de revocaci n  ya nos llegar  a trav s de impuestos y tambi n por ,WilliamBMoon,es,0,2,2011-08-27 05:56:13+00:00,1456,False,19260,THE MOON,,1509318995299680263
73,2022-03-30 23:57:43+00:00,@_ReversedWorld_ De casualidad los útiles pueden ser gasolina y fósforos,  reversedworld  de casualidad los  tiles pueden ser gasolina y f sforos,parcerandomdetw,es,24,0,2020-12-14 18:06:49+00:00,4,False,180,,,1509318987334696962
74,2022-03-30 23:57:35+00:00,"RT @JoseMAcevedo: ¿Qué le va a pasar al país si un presidente, digamos, al día siguiente, el 8 de agosto, decide ponerle trabas a la export…",  qu  le va a pasar al pa s si un presidente  digamos  al d a siguiente  el 8 de agosto  decide ponerle trabas a la export ,victordanielcas,es,0,92,2011-07-01 19:03:00+00:00,2303,False,176,cali-colombia,,1509318953918734341
75,2022-03-30 23:57:34+00:00,"RT @Mr_Buho: Cómo cada año, llega la primavera de contingencia ambiental en el Valle de México, es decir, el aire está tan contaminado que…", c mo cada a o  llega la primavera de contingencia ambiental en el valle de m xico  es decir  el aire est  tan contaminado que ,MiguelParedesG3,es,0,37,2020-02-23 06:03:13+00:00,13,False,1731,,,1509318950961750018
76,2022-03-30 23:57:31+00:00,"RT @RunRunesWeb: Leopoldo López subrayó que la posición de Estados Unidos es ""llegar a un acuerdo siempre que haya una ruta muy clara hacia…", leopoldo l pez subray  que la posici n de estados unidos es  llegar a un acuerdo siempre que haya una ruta muy clara hacia ,Venelibre_2022,es,0,20,2019-06-08 21:38:32+00:00,374,False,5523,,,1509318937753837571
77,2022-03-30 23:57:29+00:00,RT @JC_C_A: Núñez Feijóo que pedía a Pedro Sánchez que rebajara 15 céntimos el litro de combustible como en algunos países europeos crítica…, n  ez feij o que ped a a pedro s nchez que rebajara 15 c ntimos el litro de combustible como en algunos pa ses europeos cr tica ,Sor_Olla,es,0,1838,2011-06-24 15:09:47+00:00,203,False,22294,España,,1509318930657124352
78,2022-03-30 23:57:29+00:00,"RT @Miotroyo2parte: Transportistas sin poder pagar la gasolina, miles de familias que no tienen para la luz, multitud de empresas arruinada…", transportistas sin poder pagar la gasolina  miles de familias que no tienen para la luz  multitud de empresas arruinada ,Freedomvzz,es,0,246,2014-02-06 20:29:07+00:00,245,False,3841,,,1509318928635420679
79,2022-03-30 23:57:25+00:00,La guerra de Rusia en Ucrania está vinculada al cambio climático https://t.co/w6Vy3bfakz,la guerra de rusia en ucrania est  vinculada al cambio clim tico  ,fosforo777,es,0,0,2012-06-14 05:19:25+00:00,1352,False,174318,"Cambural, Yaracuy",,1509318912273522688
80,2022-03-30 23:57:24+00:00,"¿No tenés auto? No importa, la suba de combustibles te perjudica igual.

Acá, de nuevo, una decisión que encarecerá tu costo de vida🍗🥩🍅

▪️Sube el combustible, suben los comestibles https://t.co/qxmxUxFOeF", no ten s auto  no importa  la suba de combustibles te perjudica igual   ac   de nuevo  una decisi n que encarecer  tu costo de vida       sube el combustible  suben los comestibles  ,Frente_Amplio,es,452,202,2009-10-24 16:06:01+00:00,122589,True,11687,Uruguay,,1509318910876667907
81,2022-03-30 23:57:24+00:00,@cambiosenlanube @petrogustavo Que harás cuando no tengas nada que transportar ni gasolina ?,    que har s cuando no tengas nada que transportar ni gasolina  ,VirgilioTrompiz,es,0,0,2012-04-11 01:06:08+00:00,219,False,5358,,,1509318908150493189
82,2022-03-30 23:57:23+00:00,"RT @JackyMc10: @PedroCastilloTe Tremenda bestia!! Fondo de Estabilización de Precios de Combustibles, un subsidio?? Ganan por todos lados!!…",   tremenda bestia   fondo de estabilizaci n de precios de combustibles  un subsidio   ganan por todos lados   ,THEWARRON,es,0,75,2010-07-27 03:51:45+00:00,162,False,39994,"Lima, Peru",,1509318906552328195
83,2022-03-30 23:57:22+00:00,RT @GDWEB3: 🗞️ SETROI #NEWS #ULTIMAHORA Leopoldo López: «Es poco ético para los venezolanos que se sacrifique la libertad por el petróleo».…,    setroi  news  ultimahora leopoldo l pez   es poco  tico para los venezolanos que se sacrifique la libertad por el petr leo   ,Venelibre_2022,es,0,5,2019-06-08 21:38:32+00:00,374,False,5523,,,1509318899682136067
84,2022-03-30 23:57:21+00:00,"RT @krojitad: @ReporteYa Este capítulo se llama..como joder al ciudadano..en conclusión AUMENTO DEL IVA AL 19%.
Ahora me pregunto a donde v…",   este cap tulo se llama  como joder al ciudadano  en conclusi n aumento del iva al 19   ahora me pregunto a donde v ,JimenezMaria48,es,0,3,2012-08-10 22:26:49+00:00,173,False,328,,,1509318898008698891
85,2022-03-30 23:57:20+00:00,RT @veintimillapier: Sánchez es todo mentira propaganda: El precio de la gasolina ha subido en cinco días los 20 céntimos que rebajará Sánc…, s nchez es todo mentira propaganda  el precio de la gasolina ha subido en cinco d as los 20 c ntimos que rebajar  s nc ,MDMV80160496,es,0,400,2021-05-04 15:19:16+00:00,14,False,9114,,,1509318890819657739
87,2022-03-30 23:57:16+00:00,"RT @Jokeraton: Claro, una cosa son los dueños de las mulas y camiones en gral y otra cosa los sufridos conductores...

Bienvenidos los cond…", claro  una cosa son los due os de las mulas y camiones en gral y otra cosa los sufridos conductores     bienvenidos los cond ,GerardoASalaza3,es,0,30,2017-08-18 00:53:51+00:00,607,False,44310,"Medellin,Colombia",,1509318876630237190
